ax,ay,az
,,
0.02,-0.2,-0.72
-0.09,0.34,0
0.2,-0.06,-0.03
0.39,-0.03,-0.27
0.32,3.22,-1.25
-0.27,1.07,-1.15
2.62,0.53,0.99
0.02,-3.63,-1.47
1.66,-0.21,2.21
0.4,-1.8,1.11
-6.61,0.33,-2.17
-1.17,-3.52,-4.5
0.86,0.11,3.35
-6.53,-1.42,-7.83
11.03,-1.86,7.6
-7.03,-1.71,-4.95
-6.37,-1.16,-3.14
1.31,-3.11,-2.27
1.31,-3.11,-2.27
1.31,-3.11,-2.27
1.31,-3.11,-2.27
1.47,-2.47,-0.81
1.47,-2.47,-0.81
1.47,-2.47,-0.81
1.47,-2.47,-0.81
-0.01,-2.67,1.4
-0.01,-2.67,1.4
-0.01,-2.67,1.4
-0.01,-2.67,1.4
-0.01,-2.67,1.4
0.25,-0.21,2.65
0.25,-0.21,2.65
0.25,-0.21,2.65
0.25,-0.21,2.65
0.25,-0.21,2.65
0.25,-0.21,2.65
3.66,1.78,1.82
3.66,1.78,1.82
3.66,1.78,1.82
3.66,1.78,1.82
3.6,0.08,3.83
3.6,0.08,3.83
3.6,0.08,3.83
3.6,0.08,3.83
4.49,-0.12,6.97
4.49,-0.12,6.97
4.49,-0.12,6.97
6.8,-1.06,12.77
6.8,-1.06,12.77
6.8,-1.06,12.77
,,
0.2,-0.06,-0.03
0.39,-0.03,-0.27
0.32,3.22,-1.25
-0.27,1.07,-1.15
2.62,0.53,0.99
0.02,-3.63,-1.47
1.66,-0.21,2.21
0.4,-1.8,1.11
-6.61,0.33,-2.17
-1.17,-3.52,-4.5
0.86,0.11,3.35
-6.53,-1.42,-7.83
11.03,-1.86,7.6
-7.03,-1.71,-4.95
-6.37,-1.16,-3.14
3.21,1.6,3.89
-5.8,-1,-7.22
2.43,-2.97,-2.76
2.43,-2.97,-2.76
2.43,-2.97,-2.76
3.23,-2.75,-2.8
3.23,-2.75,-2.8
3.23,-2.75,-2.8
3.23,-2.75,-2.8
3.23,-2.75,-2.8
1.36,-3.47,-0.65
1.36,-3.47,-0.65
1.36,-3.47,-0.65
1.36,-3.47,-0.65
2.84,1.45,3.68
2.84,1.45,3.68
2.84,1.45,3.68
2.84,1.45,3.68
3.58,2.83,3.34
3.58,2.83,3.34
3.58,2.83,3.34
3.58,2.83,3.34
3.29,0.34,4.93
3.29,0.34,4.93
3.29,0.34,4.93
3.29,0.34,4.93
3.29,0.34,4.93
5.54,-1.52,15.44
5.54,-1.52,15.44
5.54,-1.52,15.44
5.54,-1.52,15.44
5.54,-1.52,15.44
5.54,-1.52,15.44
6.42,-0.08,14.88
6.42,-0.08,14.88
,,
0.32,3.22,-1.25
-0.27,1.07,-1.15
2.62,0.53,0.99
0.02,-3.63,-1.47
1.66,-0.21,2.21
0.4,-1.8,1.11
-6.61,0.33,-2.17
-1.17,-3.52,-4.5
0.86,0.11,3.35
-6.53,-1.42,-7.83
11.03,-1.86,7.6
-7.03,-1.71,-4.95
-6.37,-1.16,-3.14
3.21,1.6,3.89
-5.8,-1,-7.22
0.99,0.33,4.49
-6.58,-1.2,-6.68
2.27,-3.15,0.16
3.14,-2,0.23
3.14,-2,0.23
3.14,-2,0.23
2.17,-1.39,1.5
2.17,-1.39,1.5
2.17,-1.39,1.5
2.17,-1.39,1.5
1.29,2.18,4.17
1.29,2.18,4.17
1.29,2.18,4.17
1.29,2.18,4.17
1.29,2.18,4.17
1.29,2.18,4.17
4.1,3.3,2.84
4.1,3.3,2.84
4.1,3.3,2.84
4.1,3.3,2.84
4.1,3.3,2.84
4.08,0.63,3.09
4.08,0.63,3.09
4.08,0.63,3.09
4.08,0.63,3.09
4.08,0.63,3.09
6.07,0.81,7.83
6.07,0.81,7.83
6.07,0.81,7.83
6.79,-1.16,10.92
6.79,-1.16,10.92
6.79,-1.16,10.92
6.79,-1.16,10.92
7.15,-2.28,11.97
7.15,-2.28,11.97
,,
0.02,-3.63,-1.47
1.66,-0.21,2.21
0.4,-1.8,1.11
-6.61,0.33,-2.17
-1.17,-3.52,-4.5
0.86,0.11,3.35
-6.53,-1.42,-7.83
11.03,-1.86,7.6
-7.03,-1.71,-4.95
-6.37,-1.16,-3.14
3.21,1.6,3.89
-5.8,-1,-7.22
0.99,0.33,4.49
-6.58,-1.2,-6.68
3.42,-0.34,2.36
1.4,-0.3,3.92
-5.77,0.4,-9.17
1.69,-1.12,3.15
1.69,-1.12,3.15
1.69,-1.12,3.15
3.37,1.62,5.47
3.37,1.62,5.47
3.37,1.62,5.47
3.37,1.62,5.47
3.37,1.62,5.47
4.41,3.07,5.3
4.41,3.07,5.3
4.41,3.07,5.3
4.41,3.07,5.3
4.56,1.6,6.76
4.56,1.6,6.76
4.56,1.6,6.76
4.56,1.6,6.76
6,-0.62,10.64
6,-0.62,10.64
6,-0.62,10.64
5.28,-2.4,10.99
5.28,-2.4,10.99
5.28,-2.4,10.99
5.28,-2.4,10.99
5.28,-2.4,10.99
5.28,-2.4,10.99
2.14,-1.22,7.83
2.14,-1.22,7.83
2.14,-1.22,7.83
2.14,-1.22,7.83
2.14,-1.22,7.83
2.14,-1.22,7.83
3.36,0.75,4.57
3.36,0.75,4.57
,,
0.4,-1.8,1.11
-6.61,0.33,-2.17
-1.17,-3.52,-4.5
0.86,0.11,3.35
-6.53,-1.42,-7.83
11.03,-1.86,7.6
-7.03,-1.71,-4.95
-6.37,-1.16,-3.14
3.21,1.6,3.89
-5.8,-1,-7.22
0.99,0.33,4.49
-6.58,-1.2,-6.68
3.42,-0.34,2.36
1.4,-0.3,3.92
-5.77,0.4,-9.17
0.82,0.86,3.72
-5.68,0.37,-7.66
1.4,-1.73,0.87
1.4,-1.73,0.87
1.4,-1.73,0.87
1.4,-1.73,0.87
1.67,0.4,2.5
1.67,0.4,2.5
1.67,0.4,2.5
1.67,0.4,2.5
2.42,0.97,3.17
2.42,0.97,3.17
2.42,0.97,3.17
2.42,0.97,3.17
2.42,0.97,3.17
5.2,1.76,2.91
5.2,1.76,2.91
5.2,1.76,2.91
5.2,1.76,2.91
5.2,1.76,2.91
5.2,1.76,2.91
4.44,-0.3,4.15
4.44,-0.3,4.15
4.44,-0.3,4.15
4.44,-0.3,4.15
4.78,-0.25,6.26
4.78,-0.25,6.26
4.78,-0.25,6.26
4.78,-0.25,6.26
4,-2.79,9.32
4,-2.79,9.32
4,-2.79,9.32
4,-2.79,9.32
2.03,-0.69,6.24
2.03,-0.69,6.24
,,
-6.53,-1.42,-7.83
11.03,-1.86,7.6
-7.03,-1.71,-4.95
-6.37,-1.16,-3.14
3.21,1.6,3.89
-5.8,-1,-7.22
0.99,0.33,4.49
-6.58,-1.2,-6.68
3.42,-0.34,2.36
1.4,-0.3,3.92
-5.77,0.4,-9.17
0.82,0.86,3.72
-5.68,0.37,-7.66
1.03,0.62,2.35
-1.82,-0.82,-3.47
-0.3,-1.51,-2.64
3.77,-2.1,3.18
1.33,-0.3,3.79
0.86,-0.46,3.6
0.86,-0.46,3.6
0.86,-0.46,3.6
0.86,-0.46,3.6
0.86,-0.46,3.6
0.86,-0.46,3.6
-0.48,-1.14,2.01
-0.48,-1.14,2.01
-0.48,-1.14,2.01
-0.48,-1.14,2.01
-1.42,-0.11,2.05
-1.42,-0.11,2.05
-1.42,-0.11,2.05
-1.03,0.09,1.27
-1.03,0.09,1.27
-1.03,0.09,1.27
-1.03,0.09,1.27
-1.91,-0.17,-1.68
-1.91,-0.17,-1.68
-1.91,-0.17,-1.68
-1.91,-0.17,-1.68
-1.91,-0.17,-1.68
-1.91,-0.17,-1.68
-4.18,-0.97,-2.02
-4.18,-0.97,-2.02
-4.18,-0.97,-2.02
-4.18,-0.97,-2.02
-4.18,-0.97,-2.02
-4.86,-1.19,-4.36
-4.86,-1.19,-4.36
-4.86,-1.19,-4.36
-4.86,-1.19,-4.36
,,
11.03,-1.86,7.6
-7.03,-1.71,-4.95
-6.37,-1.16,-3.14
3.21,1.6,3.89
-5.8,-1,-7.22
0.99,0.33,4.49
-6.58,-1.2,-6.68
3.42,-0.34,2.36
1.4,-0.3,3.92
-5.77,0.4,-9.17
0.82,0.86,3.72
-5.68,0.37,-7.66
1.03,0.62,2.35
-1.82,-0.82,-3.47
-0.3,-1.51,-2.64
3.77,-2.1,3.18
-3.29,-1.17,-7.05
7.62,-0.69,14.11
7.62,-0.69,14.11
7.62,-0.69,14.11
7.62,-0.69,14.11
4.97,-2.02,8.32
4.97,-2.02,8.32
4.97,-2.02,8.32
4.97,-2.02,8.32
5.15,1.25,4.66
5.15,1.25,4.66
5.15,1.25,4.66
5.15,1.25,4.66
5.15,1.25,4.66
5.58,1.71,2.5
5.58,1.71,2.5
5.58,1.71,2.5
5.58,1.71,2.5
5.58,1.71,2.5
5.58,1.71,2.5
4.68,-1.36,1.41
4.68,-1.36,1.41
4.68,-1.36,1.41
4.68,-1.36,1.41
4.66,1.28,2.47
4.66,1.28,2.47
4.66,1.28,2.47
4.66,1.28,2.47
2.41,0.92,3.88
2.41,0.92,3.88
2.41,0.92,3.88
2.41,0.92,3.88
0.86,0.6,3.49
0.86,0.6,3.49
,,
-6.37,-1.16,-3.14
3.21,1.6,3.89
-5.8,-1,-7.22
0.99,0.33,4.49
-6.58,-1.2,-6.68
3.42,-0.34,2.36
1.4,-0.3,3.92
-5.77,0.4,-9.17
0.82,0.86,3.72
-5.68,0.37,-7.66
1.03,0.62,2.35
-1.82,-0.82,-3.47
-0.3,-1.51,-2.64
3.77,-2.1,3.18
-3.29,-1.17,-7.05
1.01,0.24,3.5
-5.38,-0.42,-7.11
0.61,-1.94,-1.8
0.61,-1.94,-1.8
0.61,-1.94,-1.8
0.3,-1.32,-1.11
0.3,-1.32,-1.11
0.3,-1.32,-1.11
0.3,-1.32,-1.11
0.3,-1.32,-1.11
1.02,-0.96,-0.63
1.02,-0.96,-0.63
1.02,-0.96,-0.63
1.02,-0.96,-0.63
1.84,0.24,1.05
1.84,0.24,1.05
1.84,0.24,1.05
1.84,0.24,1.05
2.67,0.28,1.48
2.67,0.28,1.48
2.67,0.28,1.48
2.67,0.28,1.48
3.18,-0.24,2.09
3.18,-0.24,2.09
3.18,-0.24,2.09
3.18,-0.24,2.09
3.18,-0.24,2.09
3.8,1.2,2.16
3.8,1.2,2.16
3.8,1.2,2.16
3.8,1.2,2.16
3.8,1.2,2.16
3.8,1.2,2.16
4.33,0.29,5.9
4.33,0.29,5.9
,,
3.21,1.6,3.89
-5.8,-1,-7.22
0.99,0.33,4.49
-6.58,-1.2,-6.68
3.42,-0.34,2.36
1.4,-0.3,3.92
-5.77,0.4,-9.17
0.82,0.86,3.72
-5.68,0.37,-7.66
1.03,0.62,2.35
-1.82,-0.82,-3.47
-0.3,-1.51,-2.64
3.77,-2.1,3.18
-3.29,-1.17,-7.05
1.01,0.24,3.5
-5.38,-0.42,-7.11
4.88,-1.06,9.75
-0.19,1.48,0.96
-0.19,1.48,0.96
-0.86,1.21,0
-0.86,1.21,0
-0.86,1.21,0
-0.86,1.21,0
-1.73,0.84,-0.72
-1.73,0.84,-0.72
-1.73,0.84,-0.72
-4.39,0.19,-2.28
-4.39,0.19,-2.28
-4.39,0.19,-2.28
-4.39,0.19,-2.28
-4.39,0.19,-2.28
-4.39,0.19,-2.28
-4.24,-0.86,-4.43
-4.24,-0.86,-4.43
-4.24,-0.86,-4.43
-4.24,-0.86,-4.43
-4.24,-0.86,-4.43
-4.24,-0.86,-4.43
-4.68,-1.11,-6.5
-4.68,-1.11,-6.5
-4.68,-1.11,-6.5
-5.81,-1.54,-9.3
-5.81,-1.54,-9.3
-5.81,-1.54,-9.3
-5.81,-1.54,-9.3
-5.28,-1.01,-9.8
-5.28,-1.01,-9.8
-5.28,-1.01,-9.8
-5.28,-1.01,-9.8
-3.11,-1.02,-8.6
,,
0.99,0.33,4.49
-6.58,-1.2,-6.68
3.42,-0.34,2.36
1.4,-0.3,3.92
-5.77,0.4,-9.17
0.82,0.86,3.72
-5.68,0.37,-7.66
1.03,0.62,2.35
-1.82,-0.82,-3.47
-0.3,-1.51,-2.64
3.77,-2.1,3.18
-3.29,-1.17,-7.05
1.01,0.24,3.5
-5.38,-0.42,-7.11
4.88,-1.06,9.75
-1.5,-0.93,-2.31
4.68,-0.46,5.2
-0.88,-1.21,0.41
-0.88,-1.21,0.41
-0.88,-1.21,0.41
-0.88,-1.21,0.41
-0.78,0.85,-0.96
-0.78,0.85,-0.96
-0.78,0.85,-0.96
-0.78,0.85,-0.96
-0.78,0.85,-0.96
-1.56,0.94,-1.09
-1.56,0.94,-1.09
-1.56,0.94,-1.09
-1.56,0.94,-1.09
-1.56,0.94,-1.09
-2.01,1.57,-0.98
-2.01,1.57,-0.98
-2.01,1.57,-0.98
-2.46,1.31,-1.39
-2.46,1.31,-1.39
-2.46,1.31,-1.39
-2.46,1.31,-1.39
-2.02,0.71,-1.75
-2.02,0.71,-1.75
-2.02,0.71,-1.75
-2.02,0.71,-1.75
-2.02,0.71,-1.75
-2.02,0.71,-1.75
-1.54,0.08,-2.22
-1.54,0.08,-2.22
-1.54,0.08,-2.22
-1.54,0.08,-2.22
-1.54,0.08,-2.22
-0.98,-0.34,-2.63
,,
0.01,-0.14,0.05
0.08,-0.17,-0.1
0.15,-0.09,-0.05
0.02,0.19,0.09
0.33,-0.12,-0.28
0.09,0.02,-0.03
0.09,-0.15,-0.09
0.16,-0.14,0.03
0.14,-0.03,0
0.08,0.12,-0.06
0,0.1,-0.23
0.49,-0.38,-0.09
0.44,-0.12,-0.06
-0.35,0.89,-0.11
1.09,0.65,0.04
1.19,0.86,3.01
-4.21,-1.42,-6.46
-2.46,-0.51,-3.68
-2.46,-0.51,-3.68
-2.5,0.41,-4.08
-2.5,0.41,-4.08
-2.5,0.41,-4.08
-2.5,0.41,-4.08
-2.5,0.41,-4.08
-2.5,0.41,-4.08
-3.21,0.98,-4.93
-3.21,0.98,-4.93
-3.21,0.98,-4.93
-3.21,0.98,-4.93
-3.86,1.48,-4.98
-3.86,1.48,-4.98
-3.86,1.48,-4.98
-3.86,1.48,-4.98
-1.88,0.17,-4.24
-1.88,0.17,-4.24
-1.88,0.17,-4.24
0.42,-2.87,-0.4
0.42,-2.87,-0.4
0.42,-2.87,-0.4
0.42,-2.87,-0.4
0.42,-2.87,-0.4
0.42,-2.87,-0.4
-0.43,-2.64,1.27
-0.43,-2.64,1.27
-0.43,-2.64,1.27
-0.43,-2.64,1.27
-0.43,-2.64,1.27
3.1,-1.4,1.66
3.1,-1.4,1.66
3.1,-1.4,1.66
,,
1.09,0.65,0.04
1.19,0.86,3.01
-4.21,-1.42,-6.46
-0.6,1.05,2.79
-1.77,0.21,-0.25
-2.04,-0.59,-1.87
1.31,-1.1,-0.02
-0.04,0.62,1.1
1.35,-0.31,0.94
-0.19,0.27,1.85
0.52,-0.14,2.59
-0.58,-0.44,-3.37
0.64,-1.43,-0.09
1.37,-0.54,0.07
-1.2,1.34,-0.96
-1.35,-1.62,-5.53
2.01,-2.53,6.75
1.55,-0.31,5.27
1.55,-0.31,5.27
1.55,-0.31,5.27
1.89,-0.44,4.8
1.89,-0.44,4.8
1.89,-0.44,4.8
1.89,-0.44,4.8
1.89,-0.44,4.8
3.08,1.75,3.83
3.08,1.75,3.83
3.08,1.75,3.83
3.08,1.75,3.83
3.08,1.75,3.83
2.11,-0.17,1.43
2.11,-0.17,1.43
2.11,-0.17,1.43
0.16,0.77,1.25
0.16,0.77,1.25
0.16,0.77,1.25
0.16,0.77,1.25
-2.16,2.27,1.07
-2.16,2.27,1.07
-2.16,2.27,1.07
-2.16,2.27,1.07
-2.16,2.27,1.07
-2.16,2.27,1.07
-4.49,-1.42,-2.83
-4.49,-1.42,-2.83
-4.49,-1.42,-2.83
-4.49,-1.42,-2.83
-4.49,-1.42,-2.83
-4.85,-2.64,-6.3
-4.85,-2.64,-6.3
,,
1.37,-0.54,0.07
-1.2,1.34,-0.96
-1.35,-1.62,-5.53
2.01,-2.53,6.75
-1.76,0.23,-2.76
-0.99,0.48,-0.24
-2.14,0.95,-2.78
0.34,-1.25,-1.68
1.81,-0.93,3.16
1.47,0.79,0.53
0.46,-1.39,-3.08
-2.01,-1.97,-2.43
-3.03,-0.76,-4.13
1.81,0.9,3.08
1.14,-0.88,4
-3,-0.97,-2.29
-1.25,-2.43,-6.88
4.24,-3.77,7.78
4.24,-3.77,7.78
4.24,-3.77,7.78
4.24,-3.77,7.78
4.83,-3.67,11.79
4.83,-3.67,11.79
4.83,-3.67,11.79
4.83,-3.67,11.79
4.83,-3.67,11.79
4.83,-3.67,11.79
6.34,-2.89,11.25
6.34,-2.89,11.25
6.34,-2.89,11.25
6.34,-2.89,11.25
8.74,-4.13,9.53
8.74,-4.13,9.53
8.74,-4.13,9.53
8.74,-4.13,9.53
5.37,-3,7.41
5.37,-3,7.41
5.37,-3,7.41
5.37,-3,7.41
6.57,-1.32,5.19
6.57,-1.32,5.19
6.57,-1.32,5.19
6.57,-1.32,5.19
6.57,-1.32,5.19
6.19,-3.92,2.49
6.19,-3.92,2.49
6.19,-3.92,2.49
6.19,-3.92,2.49
6.19,-3.92,2.49
6.19,-3.92,2.49
,,
-1.2,1.34,-0.96
-1.35,-1.62,-5.53
2.01,-2.53,6.75
-1.76,0.23,-2.76
-0.99,0.48,-0.24
-2.14,0.95,-2.78
0.34,-1.25,-1.68
1.81,-0.93,3.16
1.47,0.79,0.53
0.46,-1.39,-3.08
-2.01,-1.97,-2.43
-3.03,-0.76,-4.13
1.81,0.9,3.08
1.14,-0.88,4
-3,-0.97,-2.29
-1.25,-2.43,-6.88
6.18,1.14,6.47
0.15,0.83,2.79
0.15,0.83,2.79
0.15,0.83,2.79
0.15,0.83,2.79
-0.26,0.82,1.75
-0.26,0.82,1.75
-0.26,0.82,1.75
-0.26,0.82,1.75
-2.19,-2.56,0.3
-2.19,-2.56,0.3
-2.19,-2.56,0.3
-3.7,-2.35,0.15
-3.7,-2.35,0.15
-3.7,-2.35,0.15
-3.7,-2.35,0.15
-3.7,-2.35,0.15
-3.7,-2.35,0.15
-3.05,0.33,-1.61
-3.05,0.33,-1.61
-3.05,0.33,-1.61
-3.05,0.33,-1.61
-3.05,0.33,-1.61
-5.95,0.72,-5.41
-5.95,0.72,-5.41
-5.95,0.72,-5.41
-5.95,0.72,-5.41
-5.95,0.72,-5.41
-7.08,0.34,-6.14
-7.08,0.34,-6.14
-7.08,0.34,-6.14
-7.65,0.58,-7.1
-7.65,0.58,-7.1
-7.65,0.58,-7.1
,,
-1.35,-1.62,-5.53
2.01,-2.53,6.75
-1.76,0.23,-2.76
-0.99,0.48,-0.24
-2.14,0.95,-2.78
0.34,-1.25,-1.68
1.81,-0.93,3.16
1.47,0.79,0.53
0.46,-1.39,-3.08
-2.01,-1.97,-2.43
-3.03,-0.76,-4.13
1.81,0.9,3.08
1.14,-0.88,4
-3,-0.97,-2.29
-1.25,-2.43,-6.88
6.18,1.14,6.47
-1.9,-2.9,-7.8
-0.7,-1.3,-0.28
-0.7,-1.3,-0.28
1.16,-1.26,-0.96
1.16,-1.26,-0.96
1.16,-1.26,-0.96
1.16,-1.26,-0.96
1.16,-1.26,-0.96
1.16,-1.26,-0.96
1.23,-0.26,-0.45
1.23,-0.26,-0.45
1.23,-0.26,-0.45
1.23,-0.26,-0.45
1.23,-0.26,-0.45
0.84,1.99,0.51
0.84,1.99,0.51
0.84,1.99,0.51
0.84,1.99,0.51
1.32,3.18,1.66
1.32,3.18,1.66
1.32,3.18,1.66
1.32,3.18,1.66
3.13,3.57,2.4
3.13,3.57,2.4
3.13,3.57,2.4
3.62,1.84,3.27
3.62,1.84,3.27
3.62,1.84,3.27
3.62,1.84,3.27
3.62,1.84,3.27
3.62,1.84,3.27
4.95,0.22,5.69
4.95,0.22,5.69
4.95,0.22,5.69
,,
2.01,-2.53,6.75
-1.76,0.23,-2.76
-0.99,0.48,-0.24
-2.14,0.95,-2.78
0.34,-1.25,-1.68
1.81,-0.93,3.16
1.47,0.79,0.53
0.46,-1.39,-3.08
-2.01,-1.97,-2.43
-3.03,-0.76,-4.13
1.81,0.9,3.08
1.14,-0.88,4
-3,-0.97,-2.29
-1.25,-2.43,-6.88
6.18,1.14,6.47
-1.9,-2.9,-7.8
4.87,1.66,4.62
2.3,-0.19,2.46
2.3,-0.19,2.46
2.3,-0.19,2.46
-0.28,0.03,3.06
-0.28,0.03,3.06
-0.28,0.03,3.06
-0.28,0.03,3.06
-0.94,0.96,2.92
-0.94,0.96,2.92
-0.94,0.96,2.92
-0.94,0.96,2.92
-0.93,1,1.69
-0.93,1,1.69
-0.93,1,1.69
-2.24,-1.29,0.08
-2.24,-1.29,0.08
-2.24,-1.29,0.08
-2.24,-1.29,0.08
-2.24,-1.29,0.08
-2.24,-1.29,0.08
-3.06,-1.23,-0.37
-3.06,-1.23,-0.37
-3.06,-1.23,-0.37
-3.06,-1.23,-0.37
-3.06,-1.23,-0.37
-3.36,-0.42,-2.03
-3.36,-0.42,-2.03
-3.36,-0.42,-2.03
-3.36,-0.42,-2.03
-4.86,1.72,-5.77
-4.86,1.72,-5.77
-4.86,1.72,-5.77
-4.86,1.72,-5.77
,,
